S.No,name,male,book1,book2,book3,book4,book5,isNoble,numDeadRelations,isPopular,isAlive,age,popularity
759,Matrice,0,0,1,0,0,0,0,0,0,1,,0.003344482
760,Matt,1,0,0,1,0,0,0,0,0,1,,0.003344482
761,Maynard,1,0,0,1,1,0,1,0,0,1,,0.013377926
762,Maynard Plumm,1,0,0,0,0,0,1,0,0,1,,0.023411371
763,Mazdhan zo Loraq,1,0,0,0,0,1,0,0,0,1,,0.010033445
764,Mebble,1,0,1,0,0,0,0,0,0,1,,0.006688963
765,Meha,0,0,0,0,0,1,0,0,0,1,,0.006688963
766,Mela,0,0,0,0,1,1,0,0,0,1,,0.010033445
767,Meizo Mahr,0,0,0,1,0,0,0,0,0,1,,0.006688963
768,Melaquin,0,0,0,0,0,0,1,0,0,1,,0
769,Medwick Tyrell,1,0,0,1,1,0,1,0,0,1,,0.120401338
770,Meliana,0,0,0,1,0,0,0,0,0,1,,0
771,Melicent,0,0,0,0,1,0,0,0,0,1,,0.003344482
772,Mellei,0,0,0,0,1,0,0,0,0,1,,0.010033445
773,Melly,0,0,0,1,0,0,0,0,0,1,,0.003344482
774,Mellos,1,0,0,0,0,0,1,0,0,1,,0.237458194
775,Meralyn,0,0,0,0,1,0,0,0,0,1,,0.026755853
776,Merling Queen,0,0,0,0,1,1,0,0,0,1,,0.02006689
777,Mero,1,0,0,1,0,1,0,0,0,0,,0.046822742
778,Merrell Florent,1,0,1,1,1,0,0,0,0,1,,0.066889632
779,Michael Mertyns,1,0,0,0,1,0,1,0,0,1,,0.006688963
780,Miklaz,0,0,0,0,0,1,1,0,0,1,,0.016722408
781,Mollander,1,0,0,0,1,0,0,0,0,1,,0.036789298
782,Mollos,0,0,0,0,1,0,1,0,0,1,,0.010033445
783,Moonshadow,0,0,0,0,1,0,0,0,0,1,,0.010033445
784,Moreo Tumitis,1,1,0,0,0,0,0,0,0,1,37,0.010033445
785,Morgarth,1,0,0,0,1,1,1,0,0,1,,0.016722408
786,Moro,1,1,0,0,1,0,0,0,0,1,,0.016722408
787,Morra,0,0,0,0,1,0,0,0,0,1,,0.010033445
788,Morrec,1,1,0,0,0,0,0,0,0,0,,0.026755853
789,Mors Manwoody,1,0,0,1,1,0,0,0,0,1,,0.023411371
790,Mortimer Boggs,1,0,0,0,0,0,1,0,0,1,,0.013377926
791,Mors Martell (brother of Doran),1,0,0,0,1,0,0,0,0,0,0,0.066889632
792,Mother Mole,0,0,0,0,0,1,0,0,0,1,,0.043478261
793,Mudge (brotherhood),0,0,0,0,0,0,0,0,0,1,,0
794,Mudge (miller),1,0,0,1,0,0,0,0,0,1,,0.003344482
795,Mudge (swineherd),1,0,0,0,0,0,0,0,0,1,,0
796,Munciter,1,0,1,0,0,0,1,0,0,1,,0.006688963
797,Mully,1,0,0,1,1,1,0,0,0,1,,0.050167224
798,Murch,1,0,1,0,0,0,0,0,0,1,,0.010033445
799,Murch (Winterfell),1,0,1,0,0,0,0,0,0,1,,0.003344482
800,Myles (squire),1,0,1,0,0,0,0,0,0,0,,0.013377926
801,Myrtle,0,0,0,0,0,1,0,0,0,0,,0.046822742
802,Nage,1,0,0,1,0,0,0,0,0,1,,0.003344482
803,Nail,0,0,0,0,0,1,0,0,0,1,,0.013377926
804,Narbert,0,0,0,0,1,0,1,0,0,1,,0.026755853
805,Narbo,0,0,0,0,1,0,0,0,0,1,,0.010033445
806,Nan,0,1,1,1,1,1,0,0,0,1,,0.096989967
807,Ned (ferryman),1,0,0,0,0,0,0,0,0,1,,0.003344482
808,Nella,0,0,1,1,1,0,0,0,0,1,,0.02006689
809,Ned Woods,1,0,0,0,0,1,0,0,0,1,,0.016722408
810,Nissa Nissa,1,0,1,0,0,0,0,0,0,1,,0.02006689
811,Nightingale,0,0,0,0,1,0,0,0,0,1,,0.016722408
812,Nolla,0,0,0,1,0,0,1,0,0,1,,0
813,Norjen,0,0,0,0,1,0,0,0,0,1,,0.006688963
814,Norren,1,0,0,0,1,0,1,0,0,1,,0.016722408
815,Nymos,0,0,0,0,1,0,1,0,0,1,,0.006688963
816,Normund Tyrell,0,0,0,1,1,0,1,0,0,1,,0.127090301
817,Ocley,0,0,0,0,1,0,1,0,0,1,,0.006688963
818,Ogo,1,1,0,0,0,0,0,0,0,0,,0.036789298
819,Old Crackbones,1,0,0,0,1,0,0,0,0,1,,0
820,Old Grey Gull,1,0,0,0,1,1,0,0,0,1,,0.010033445
821,Old Tattersalt,1,0,0,0,1,1,0,0,0,1,,0.013377926
822,Old Henly,1,0,0,1,0,0,0,0,0,0,79,0.013377926
823,Olyvar Oakheart,1,0,0,0,1,0,1,0,0,0,,0.023411371
824,Olene Tyrell,0,0,0,1,1,0,0,0,0,1,,0.127090301
825,Orbelo,1,0,0,0,1,0,0,0,0,1,,0.013377926
826,Orivel,1,0,0,0,1,0,1,0,0,1,,0.003344482
827,Orell,1,0,1,1,1,1,0,0,0,0,,0.080267559
828,Ormond (knight),0,0,0,0,0,0,1,0,0,0,,0
829,Ormond Osgrey,0,0,0,0,0,0,1,0,0,1,,0.010033445
830,Ormond Westerling,0,0,0,0,0,0,1,0,0,1,,0
831,Oro Tendyris,1,0,1,1,1,0,0,0,0,1,,0.013377926
832,Ormund Wylde,1,0,0,0,0,1,1,0,0,1,,0.013377926
833,Osmynd,0,0,1,0,0,0,0,0,0,1,,0.003344482
834,Ossy,0,0,0,0,1,0,0,0,0,1,,0.010033445
835,Oswyn,0,0,0,1,0,0,0,0,0,1,,0.003344482
836,Othor,1,1,0,0,0,0,0,0,0,0,,0.056856187
837,Otter Gimpknee,0,0,1,1,0,0,0,0,0,1,,0.006688963
838,Ottomore,1,0,0,0,1,0,0,0,0,1,,0.006688963
839,Owen (brother of Meribald),1,0,0,0,1,0,0,0,0,1,,0.013377926
840,Owen,1,0,0,1,1,1,0,0,0,1,,0.036789298
841,Owen Inchfield,0,0,0,0,1,0,1,0,0,1,,0.013377926
842,Palla,0,0,1,0,1,0,0,1,0,1,,0.02006689
843,Pate (Old),1,0,0,1,0,0,0,0,0,1,,0.006688963
844,Pate (Mory),1,0,0,1,0,0,0,0,0,1,,0.003344482
845,Pate (Lancewood),1,0,0,1,0,0,0,0,0,1,,0.003344482
846,Pate (Pinchbottom),0,0,0,0,0,0,0,0,0,0,,0.003344482
847,Pate (Night's Watch),0,0,0,0,0,0,0,0,0,1,,0.006688963
848,Pate (Shermer's Grove),1,0,0,0,0,0,0,0,0,1,,0.003344482
849,Pate (Standfast),1,0,0,0,0,0,0,0,0,0,100,0.013377926
850,Penny Jenny,0,0,0,0,0,0,0,0,0,1,,0.003344482
851,Penny,0,0,0,1,0,1,0,0,0,1,24,0.18729097
852,Perros Blackmont,1,0,0,1,1,0,0,0,0,1,,0.02006689
853,Perwyn Osgrey,0,0,0,0,0,0,1,0,0,1,,0.006688963
854,Peter Plumm,1,0,0,1,1,0,1,0,0,1,,0.026755853
855,Plummer,0,0,0,0,0,0,1,0,0,1,,0
856,Poetess,0,0,0,0,1,0,0,0,0,1,,0.010033445
857,Pollitor,1,0,1,0,0,0,1,0,0,1,,0.010033445
858,Porridge,1,0,0,1,0,0,0,0,0,1,,0.006688963
859,Porther,1,1,1,0,0,0,0,0,0,1,,0.010033445
860,Portifer Woodwright,0,0,0,0,1,0,1,0,0,1,,0.010033445
861,Poul Pemford,1,0,1,0,0,0,0,0,0,0,,0.006688963
862,Poxy Tym,1,0,1,0,0,0,0,0,0,0,,0.010033445
863,Praed,1,0,1,0,0,0,0,0,0,0,,0.016722408
864,Puckens,0,0,0,0,1,0,0,0,0,1,,0.013377926
865,Pudding,0,0,0,0,0,0,0,0,0,1,,0.003344482
866,Puddingfoot,0,0,0,1,0,0,0,0,0,1,,0.003344482
867,Qalen,1,0,1,0,1,0,1,0,0,1,,0.010033445
868,Qarl the Thrall,0,0,0,0,1,1,0,0,0,1,,0.016722408
869,Qarl Kenning,0,0,0,0,0,1,0,0,0,1,,0.006688963
870,Qarl Correy,1,0,0,0,0,0,1,0,0,1,,0.026755853
871,Qarl Shepherd,0,0,0,0,0,1,0,0,0,1,,0.006688963
872,Qarl Quickaxe,1,0,0,0,0,1,0,0,0,1,,0.003344482
873,Qos,1,1,0,0,0,0,1,0,0,1,,0.003344482
874,Quellon Humble,1,0,0,0,1,1,0,0,0,1,,0.02006689
875,Quaro,0,1,0,0,0,1,0,0,0,0,,0.030100334
876,Aelinor Penrose,0,0,0,0,0,0,1,0,0,1,,0.163879599
877,Aemon Estermont,1,0,1,1,1,1,1,0,0,1,,0.030100334
878,Aemon Rivers,1,0,1,1,1,0,1,0,0,1,,0.033444816
879,Aglantine,0,0,0,0,1,1,0,0,0,1,,0.013377926
880,Aladale Wynch,1,0,1,1,0,0,1,0,0,0,,0.02006689
881,Albett,1,1,1,1,1,1,0,0,0,1,,0.033444816
882,Albar Royce,1,1,1,1,1,1,1,0,0,1,,0.033444816
883,Alesander Staedmon,0,0,1,1,1,0,1,0,0,1,,0.013377926
884,Alekyne Florent,1,0,1,1,1,0,1,0,0,1,,0.066889632
885,Alesander Frey,0,0,1,1,1,0,0,0,0,1,40,0.143812709
886,Alester Norcross,1,0,1,1,1,0,0,0,0,1,15,0.080267559
887,Allard Seaworth,1,0,1,1,1,1,1,0,0,0,,0.063545151
888,Allar Deem,1,0,1,0,0,0,0,0,0,0,,0.043478261
889,Alla Tyrell,0,0,0,1,1,1,0,0,0,1,19,0.150501672
890,Alyn Cockshaw,1,0,0,0,0,0,1,0,0,0,,0.040133779
891,Alyce Graceford,0,0,0,1,1,1,1,0,0,1,,0.023411371
892,Alyn Connington,0,0,0,1,1,0,1,0,0,1,,0.060200669
893,Alyn Ambrose,1,0,1,1,1,1,0,0,0,1,,0.033444816
894,Alyn Estermont,1,0,1,1,1,1,1,0,0,1,,0.026755853
895,Alyn Stackspear,0,1,1,1,1,1,1,0,0,1,,0.026755853
896,Alyn Frey,1,0,1,1,1,0,0,0,0,1,10,0.137123746
897,Alyn Haigh,0,0,1,1,1,0,0,0,0,1,49,0.073578595
898,Alysanne Bulwer,0,0,0,1,1,1,1,0,0,1,14,0.153846154
